id_compra,data,mes,cliente,valor_total_da_compra
1244390811722-01,2022-07-04,7,Cliente 456,156.3
1244391004325-01,2022-07-04,7,Cliente 219,173.5
1244581519159-01,2022-07-05,7,Cliente 446,276.0
1244812906969-01,2022-07-06,7,Cliente 457,104.9
1244582343783-01,2022-07-05,7,Cliente 458,159.6
1244582576412-01,2022-07-05,7,Cliente 459,72.2
1244582712087-01,2022-07-05,7,Cliente 460,220.7
1244590598575-01,2022-07-05,7,Cliente 461,96.44
1244592256909-01,2022-07-05,7,Cliente 462,189.0
1244592720847-01,2022-07-05,7,Cliente 463,125.1
1244593102973-01,2022-07-05,7,Cliente 464,56.9
1244593177717-01,2022-07-05,7,Cliente 465,117.1
1244593308751-01,2022-07-05,7,Cliente 466,190.8
1244601336064-01,2022-07-05,7,Cliente 78,25.8
1244601490140-01,2022-07-05,7,Cliente 467,191.92
1244603486899-01,2022-07-05,7,Cliente 468,239.8
1244603512232-01,2022-07-05,7,Cliente 469,218.6
1244611989178-01,2022-07-05,7,Cliente 470,3.9
1244612564601-01,2022-07-05,7,Cliente 471,131.1
1244812961016-01,2022-07-06,7,Cliente 472,113.8
1244613121814-01,2022-07-05,7,Cliente 473,3.9
1244620251865-01,2022-07-05,7,Cliente 403,23.45
1244620795960-01,2022-07-05,7,Cliente 474,96.2
1244622366727-01,2022-07-05,7,Cliente 475,257.0
1244623433457-01,2022-07-05,7,Cliente 403,167.7
1244623505315-01,2022-07-05,7,Cliente 476,165.6
1244630714583-01,2022-07-05,7,Cliente 477,142.62
1244631821874-01,2022-07-05,7,Cliente 194,241.4
1244632957762-01,2022-07-05,7,Cliente 478,137.29
1244633579798-01,2022-07-05,7,Cliente 479,96.2
1244641620763-01,2022-07-05,7,Cliente 480,54.9
1244662384565-01,2022-07-05,7,Cliente 481,248.7
1244662627672-01,2022-07-05,7,Cliente 482,56.9
1244662660430-01,2022-07-05,7,Cliente 483,212.8
1244720218116-01,2022-07-06,7,Cliente 484,58.9
1244720490188-01,2022-07-06,7,Cliente 485,139.0
1244820245553-01,2022-07-06,7,Cliente 486,181.4
1244721061228-01,2022-07-06,7,Cliente 487,235.7
1244753194164-01,2022-07-06,7,Cliente 488,7.8
1244821153713-01,2022-07-06,7,Cliente 489,91.3
1244821463040-01,2022-07-06,7,Cliente 490,56.9
1244762493978-01,2022-07-06,7,Cliente 491,187.6
1244822839593-01,2022-07-06,7,Cliente 492,3142.1
1244771770316-01,2022-07-06,7,Cliente 493,96.2
1244780117061-01,2022-07-06,7,Cliente 494,112.92
1244823161049-01,2022-07-06,7,Cliente 495,139.6
1244823397562-01,2022-07-06,7,Cliente 496,115.8
1244780329466-01,2022-07-06,7,Cliente 494,96.2
1244780430887-01,2022-07-06,7,Cliente 497,88.7
1244830023942-01,2022-07-06,7,Cliente 245,365.4
1244790646015-01,2022-07-06,7,Cliente 498,56.9
1244830342917-01,2022-07-06,7,Cliente 499,56.9
1244793232321-01,2022-07-06,7,Cliente 500,180.0
1244830643941-01,2022-07-06,7,Cliente 501,189.0
1244830907601-01,2022-07-06,7,Cliente 502,15.6
1244800107160-01,2022-07-06,7,Cliente 503,240.6
1244831017087-01,2022-07-06,7,Cliente 504,28.45
1244800532326-01,2022-07-06,7,Cliente 505,131.1
1244831312303-01,2022-07-06,7,Cliente 506,67.85
1244800772658-01,2022-07-06,7,Cliente 507,56.9
1244831315425-01,2022-07-06,7,Cliente 508,81.89
1244801729116-01,2022-07-06,7,Cliente 509,25.9
1244831329945-01,2022-07-06,7,Cliente 504,59.95
1244803025467-01,2022-07-06,7,Cliente 507,56.9
1244832071084-01,2022-07-06,7,Cliente 510,3.9
1244810918929-01,2022-07-06,7,Cliente 511,181.2
1244832218596-01,2022-07-06,7,Cliente 512,15.6
1244811325855-01,2022-07-06,7,Cliente 513,185.6
1244832925654-01,2022-07-06,7,Cliente 514,189.0
1244811521336-01,2022-07-06,7,Cliente 515,182.4
1244833588621-01,2022-07-06,7,Cliente 516,241.7
1244812502670-01,2022-07-06,7,Cliente 517,133.57
1244841480547-01,2022-07-06,7,Cliente 518,231.6
1244843493078-01,2022-07-06,7,Cliente 519,179.85
1244850564365-01,2022-07-06,7,Cliente 520,83.1
1244851437335-01,2022-07-06,7,Cliente 297,232.5
1244853298164-01,2022-07-06,7,Cliente 521,193.6
1244861382178-01,2022-07-06,7,Cliente 522,386.5
1244862071831-01,2022-07-06,7,Cliente 523,137.59
1244862138705-01,2022-07-06,7,Cliente 524,96.44
1244862798236-01,2022-07-06,7,Cliente 525,56.9
1244870199749-01,2022-07-06,7,Cliente 526,157.85
1244870507060-01,2022-07-06,7,Cliente 527,62.9
1244871134026-01,2022-07-06,7,Cliente 528,116.6
1244871394659-01,2022-07-06,7,Cliente 528,96.2
1244873595491-01,2022-07-06,7,Cliente 529,119.8
1244880974497-01,2022-07-06,7,Cliente 530,36.9
1244890169695-01,2022-07-06,7,Cliente 531,96.2
1244892043704-01,2022-07-06,7,Cliente 532,58.9
1244892184653-01,2022-07-06,7,Cliente 533,56.9
1244892201802-01,2022-07-06,7,Cliente 534,23.4
1244900839537-01,2022-07-06,7,Cliente 535,3.9
1244901501011-01,2022-07-06,7,Cliente 536,25.9
1244901772888-01,2022-07-06,7,Cliente 536,25.9
1244902069308-01,2022-07-06,7,Cliente 537,56.9
1244902110033-01,2022-07-06,7,Cliente 227,251.6
1244981343633-01,2022-07-07,7,Cliente 538,153.1
1244981560410-01,2022-07-07,7,Cliente 539,25.9
1244982954233-01,2022-07-07,7,Cliente 540,222.7
1244990646733-01,2022-07-07,7,Cliente 541,235.6
1245001903463-01,2022-07-07,7,Cliente 542,268.6
1245002370372-01,2022-07-07,7,Cliente 46,156.3
1245062983044-01,2022-07-07,7,Cliente 543,56.9
1245070448161-01,2022-07-07,7,Cliente 544,39.0
1245071399737-01,2022-07-07,7,Cliente 545,3.9
1245071500249-01,2022-07-07,7,Cliente 546,105.4
1245071551669-01,2022-07-07,7,Cliente 547,196.6
1245071807696-01,2022-07-07,7,Cliente 548,3.9
1245072828820-01,2022-07-07,7,Cliente 549,116.6
1245080277888-01,2022-07-07,7,Cliente 550,7.8
1245080453285-01,2022-07-07,7,Cliente 468,88.19
1245080812487-01,2022-07-07,7,Cliente 551,33.7
1245082538514-01,2022-07-07,7,Cliente 552,3.9
1245083324219-01,2022-07-07,7,Cliente 553,7.8
1245012408023-01,2022-07-07,7,Cliente 554,236.5
1245091468114-01,2022-07-07,7,Cliente 555,11.7
1245012836438-01,2022-07-07,7,Cliente 556,104.0
1245091863779-01,2022-07-07,7,Cliente 544,23.4
1245020208889-01,2022-07-07,7,Cliente 557,142.62
1245091926560-01,2022-07-07,7,Cliente 558,115.8
1245091951428-01,2022-07-07,7,Cliente 559,7.8
1245020402267-01,2022-07-07,7,Cliente 560,153.1
1245092440975-01,2022-07-07,7,Cliente 561,215.9
1245021423116-01,2022-07-07,7,Cliente 562,41.5
1245092795241-01,2022-07-07,7,Cliente 563,96.2
1245100085873-01,2022-07-07,7,Cliente 564,318.3
1245021456507-01,2022-07-07,7,Cliente 565,7.8
1245102108176-01,2022-07-07,7,Cliente 566,131.5
1245021790223-01,2022-07-07,7,Cliente 567,74.2
1245102432121-01,2022-07-07,7,Cliente 568,257.0
1245022553840-01,2022-07-07,7,Cliente 569,385.1
1245110214310-01,2022-07-07,7,Cliente 570,234.0
1245110519071-01,2022-07-07,7,Cliente 571,184.6
1245023000510-01,2022-07-07,7,Cliente 572,123.5
1245111590543-01,2022-07-07,7,Cliente 573,115.8
1245030020260-01,2022-07-07,7,Cliente 574,235.4
1245111611023-01,2022-07-07,7,Cliente 575,115.7
1245030041063-01,2022-07-07,7,Cliente 576,100.1
1245112922980-01,2022-07-07,7,Cliente 577,225.9
1245121901742-01,2022-07-07,7,Cliente 578,49.9
1245031753879-01,2022-07-07,7,Cliente 579,212.8
1245122698900-01,2022-07-07,7,Cliente 580,7.8
1245031822230-01,2022-07-07,7,Cliente 581,62.9
1245123503179-01,2022-07-07,7,Cliente 582,179.1
1245031921188-01,2022-07-07,7,Cliente 583,182.4
1245130448105-01,2022-07-07,7,Cliente 584,36.8
1245130813695-01,2022-07-07,7,Cliente 584,36.8
1245031925157-01,2022-07-07,7,Cliente 585,7.8
1245131291428-01,2022-07-07,7,Cliente 586,108.8
1245032264791-01,2022-07-07,7,Cliente 587,56.9
1245131413540-01,2022-07-07,7,Cliente 584,36.8
1245032313963-01,2022-07-07,7,Cliente 588,3.9
1245131462928-01,2022-07-07,7,Cliente 589,56.9
1245131654354-01,2022-07-07,7,Cliente 584,56.3
1245032813727-01,2022-07-07,7,Cliente 590,3.9
1245132579033-01,2022-07-07,7,Cliente 591,183.0
1245133453781-01,2022-07-07,7,Cliente 592,252.9
1245033096081-01,2022-07-07,7,Cliente 593,3.9
1245140696344-01,2022-07-07,7,Cliente 594,3.9
1245033470181-01,2022-07-07,7,Cliente 595,3.9
1245142013449-01,2022-07-07,7,Cliente 584,36.8
1245142213466-01,2022-07-07,7,Cliente 584,32.9
1245040256304-01,2022-07-07,7,Cliente 596,7.8
1245142567565-01,2022-07-07,7,Cliente 584,40.59
1245040299558-01,2022-07-07,7,Cliente 597,3.9
1245142804600-01,2022-07-07,7,Cliente 584,59.79
1245142947127-01,2022-07-07,7,Cliente 598,7.8
1245040321667-01,2022-07-07,7,Cliente 599,78.9
1245142986467-01,2022-07-07,7,Cliente 584,41.62
1245040327923-01,2022-07-07,7,Cliente 600,3.9
1245143432038-01,2022-07-07,7,Cliente 601,385.65
1245041843011-01,2022-07-07,7,Cliente 78,3.9
1245160036404-01,2022-07-08,7,Cliente 602,116.6
1245042015207-01,2022-07-07,7,Cliente 603,56.9
1245240244394-01,2022-07-08,7,Cliente 604,3.9
1245241392509-01,2022-07-08,7,Cliente 605,3.9
1245042944703-01,2022-07-07,7,Cliente 606,182.4
1245043031765-01,2022-07-07,7,Cliente 607,56.9
1245241785874-01,2022-07-08,7,Cliente 608,3.9
1245243053837-01,2022-07-08,7,Cliente 609,25.9
1245050089887-01,2022-07-07,7,Cliente 610,56.9
1245050240631-01,2022-07-07,7,Cliente 75,382.88
1245050355210-01,2022-07-07,7,Cliente 611,49.9
1245050698280-01,2022-07-07,7,Cliente 612,37.6
1245050706390-01,2022-07-07,7,Cliente 75,205.6
1245052134829-01,2022-07-07,7,Cliente 613,56.9
1245052278526-01,2022-07-07,7,Cliente 614,3.9
1245052321362-01,2022-07-07,7,Cliente 615,7.8
1245052794704-01,2022-07-07,7,Cliente 616,69.9
1245052809181-01,2022-07-07,7,Cliente 617,56.9
1245053033424-01,2022-07-07,7,Cliente 618,56.9
1245053100106-01,2022-07-07,7,Cliente 619,122.69
1245060123992-01,2022-07-07,7,Cliente 620,125.93
1245060307806-01,2022-07-07,7,Cliente 621,84.8
1245060725698-01,2022-07-07,7,Cliente 622,56.9
1245060858648-01,2022-07-07,7,Cliente 621,83.1
1245062234873-01,2022-07-07,7,Cliente 623,3.9
1245062313862-01,2022-07-07,7,Cliente 624,238.4
1245062440105-01,2022-07-07,7,Cliente 625,25.9
1245062474774-01,2022-07-07,7,Cliente 626,3.9
1245062661035-01,2022-07-07,7,Cliente 627,184.67
1245062767963-01,2022-07-07,7,Cliente 628,229.6
1245250245298-01,2022-07-08,7,Cliente 629,31.2
1245301258016-01,2022-07-08,7,Cliente 630,3.9
1245250539868-01,2022-07-08,7,Cliente 631,7.8
1245301376969-01,2022-07-08,7,Cliente 632,155.25
1245251624790-01,2022-07-08,7,Cliente 633,3.9
1245252131288-01,2022-07-08,7,Cliente 634,3.9
1245301593577-01,2022-07-08,7,Cliente 632,175.01
1245252194084-01,2022-07-08,7,Cliente 635,25.9
1245252465807-01,2022-07-08,7,Cliente 636,96.2
1245301699163-01,2022-07-08,7,Cliente 637,367.5
1245252595743-01,2022-07-08,7,Cliente 638,27.3
1245301822217-01,2022-07-08,7,Cliente 639,449.6
1245253466230-01,2022-07-08,7,Cliente 640,25.9
1245302503475-01,2022-07-08,7,Cliente 641,7.8
1245260438846-01,2022-07-08,7,Cliente 642,58.9
1245262051600-01,2022-07-08,7,Cliente 643,96.2
1245303113553-01,2022-07-08,7,Cliente 644,3.9
1245262952346-01,2022-07-08,7,Cliente 645,177.3
1245303257609-01,2022-07-08,7,Cliente 646,74.2
1245263026734-01,2022-07-08,7,Cliente 647,156.3
1245263117100-01,2022-07-08,7,Cliente 648,258.9
1245303569877-01,2022-07-08,7,Cliente 649,3.9
1245263333289-01,2022-07-08,7,Cliente 645,101.37
1245271022332-01,2022-07-08,7,Cliente 650,183.4
1245271582388-01,2022-07-08,7,Cliente 651,142.8
1245271666740-01,2022-07-08,7,Cliente 652,3.9
1245272323069-01,2022-07-08,7,Cliente 653,25.9
1245272573124-01,2022-07-08,7,Cliente 654,3.9
1245273575989-01,2022-07-08,7,Cliente 655,193.9
1245280026854-01,2022-07-08,7,Cliente 656,3.9
1245280065407-01,2022-07-08,7,Cliente 657,3.9
1245280144186-01,2022-07-08,7,Cliente 658,156.3
1245280255458-01,2022-07-08,7,Cliente 659,3.9
1245281493532-01,2022-07-08,7,Cliente 660,3.9
1245282385188-01,2022-07-08,7,Cliente 661,39.0
1245282999569-01,2022-07-08,7,Cliente 662,3.9
1245283081213-01,2022-07-08,7,Cliente 656,3.9
1245283250473-01,2022-07-08,7,Cliente 663,3.9
1245283451368-01,2022-07-08,7,Cliente 664,3.9
1245290822820-01,2022-07-08,7,Cliente 665,96.2
1245310219666-01,2022-07-08,7,Cliente 666,244.5
1245310250645-01,2022-07-08,7,Cliente 667,131.1
1245310522841-01,2022-07-08,7,Cliente 668,7.8
1245310541650-01,2022-07-08,7,Cliente 669,3.9
1245310787893-01,2022-07-08,7,Cliente 670,338.4
1245311824192-01,2022-07-08,7,Cliente 671,3.9
1245312132618-01,2022-07-08,7,Cliente 672,3.9
1245312284946-01,2022-07-08,7,Cliente 673,11.7
1245312627427-01,2022-07-08,7,Cliente 674,225.6
1245312825791-01,2022-07-08,7,Cliente 675,15.6
1245313453974-01,2022-07-08,7,Cliente 676,3.9
1245321754887-01,2022-07-08,7,Cliente 677,186.9
1245321916828-01,2022-07-08,7,Cliente 678,7.8
1245323009550-01,2022-07-08,7,Cliente 679,184.14
1245341964410-01,2022-07-08,7,Cliente 680,3.9
1245342195440-01,2022-07-08,7,Cliente 681,189.0
1245342310198-01,2022-07-08,7,Cliente 682,76.4
1245342516336-01,2022-07-08,7,Cliente 683,58.9
1245351317502-01,2022-07-08,7,Cliente 684,3.9
1245351531176-01,2022-07-08,7,Cliente 685,209.1
1245351765015-01,2022-07-08,7,Cliente 686,197.4
1245352075841-01,2022-07-08,7,Cliente 687,138.3
1245352166656-01,2022-07-08,7,Cliente 688,180.5
1245352716684-01,2022-07-08,7,Cliente 689,11.7
1245352903363-01,2022-07-08,7,Cliente 690,95.9
1245291332331-01,2022-07-08,7,Cliente 691,3.9
1245360130059-01,2022-07-08,7,Cliente 684,3.9
1245360534408-01,2022-07-08,7,Cliente 692,3.9
1245361137502-01,2022-07-08,7,Cliente 693,7.8
1245361285049-01,2022-07-08,7,Cliente 694,11.7
1245361938650-01,2022-07-08,7,Cliente 684,3.9
1245362807254-01,2022-07-08,7,Cliente 695,3.9
1245362931119-01,2022-07-08,7,Cliente 684,3.9
1245363186456-01,2022-07-08,7,Cliente 696,3.9
1245370750851-01,2022-07-08,7,Cliente 697,3.9
1245371256794-01,2022-07-08,7,Cliente 698,3.9
1245371810803-01,2022-07-08,7,Cliente 699,3.9
1245371966079-01,2022-07-08,7,Cliente 700,3.9
1245372048183-01,2022-07-08,7,Cliente 701,3.9
1245291772187-01,2022-07-08,7,Cliente 702,11.7
1245373207159-01,2022-07-08,7,Cliente 703,156.3
1245292045989-01,2022-07-08,7,Cliente 704,3.9
1245382722933-01,2022-07-08,7,Cliente 705,11.7
1245292282586-01,2022-07-08,7,Cliente 706,56.9
1245450434095-01,2022-07-09,7,Cliente 707,221.7
1245292389696-01,2022-07-08,7,Cliente 708,3.9
1245292407636-01,2022-07-08,7,Cliente 709,3.9
1245293380323-01,2022-07-08,7,Cliente 535,3.9
1245293384421-01,2022-07-08,7,Cliente 710,3.9
1245293523035-01,2022-07-08,7,Cliente 711,3.9
1245300217660-01,2022-07-08,7,Cliente 712,83.1
1245300288012-01,2022-07-08,7,Cliente 713,7.8
1245300359980-01,2022-07-08,7,Cliente 714,7.8
1245300576522-01,2022-07-08,7,Cliente 715,3.9
1245300579107-01,2022-07-08,7,Cliente 716,7.8
1245300724776-01,2022-07-08,7,Cliente 717,83.1
1245300750985-01,2022-07-08,7,Cliente 718,3.9
1245300805750-01,2022-07-08,7,Cliente 719,15.6
1245300829364-01,2022-07-08,7,Cliente 720,3.9
1245300907165-01,2022-07-08,7,Cliente 632,155.25
1245462421692-01,2022-07-09,7,Cliente 721,509.0
1245570225194-01,2022-07-09,7,Cliente 722,1.95
1245473481328-01,2022-07-09,7,Cliente 723,659.3
1245570352033-01,2022-07-09,7,Cliente 724,3.9
1245482253994-01,2022-07-09,7,Cliente 725,176.21
1245570767092-01,2022-07-09,7,Cliente 726,3.9
1245483162582-01,2022-07-09,7,Cliente 727,170.7
1245571143103-01,2022-07-09,7,Cliente 728,3.9
1245483525863-01,2022-07-09,7,Cliente 729,3.9
1245571590135-01,2022-07-09,7,Cliente 730,11.7
1245500011518-01,2022-07-09,7,Cliente 667,56.9
1245571980867-01,2022-07-09,7,Cliente 731,7.8
1245500990545-01,2022-07-09,7,Cliente 732,35.1
1245572664590-01,2022-07-09,7,Cliente 733,3.9
1245501678321-01,2022-07-09,7,Cliente 734,192.3
1245502103255-01,2022-07-09,7,Cliente 735,257.0
1245573350800-01,2022-07-09,7,Cliente 736,3.9
1245502109861-01,2022-07-09,7,Cliente 737,3.9
1245503106026-01,2022-07-09,7,Cliente 738,234.8
1245580137076-01,2022-07-09,7,Cliente 739,3.9
1245510086199-01,2022-07-09,7,Cliente 740,59.95
1245580245704-01,2022-07-09,7,Cliente 741,3.9
1245511005515-01,2022-07-09,7,Cliente 742,49.9
1245581679216-01,2022-07-09,7,Cliente 743,24.0
1245511079015-01,2022-07-09,7,Cliente 744,216.7
1245511131832-01,2022-07-09,7,Cliente 745,205.6
1245581684176-01,2022-07-09,7,Cliente 746,3.9
1245512156071-01,2022-07-09,7,Cliente 740,49.9
1245581771364-01,2022-07-09,7,Cliente 747,3.9
1245512574087-01,2022-07-09,7,Cliente 748,59.95
1245512606795-01,2022-07-09,7,Cliente 749,3.9
1245581888756-01,2022-07-09,7,Cliente 750,3.9
1245512803792-01,2022-07-09,7,Cliente 751,56.9
1245582147079-01,2022-07-09,7,Cliente 752,3.9
1245512888812-01,2022-07-09,7,Cliente 740,119.9
1245592388461-01,2022-07-09,7,Cliente 753,32.45
1245513336995-01,2022-07-09,7,Cliente 754,59.95
1245600081413-01,2022-07-09,7,Cliente 755,15.6
1245513398652-01,2022-07-09,7,Cliente 756,3.9
1245520415325-01,2022-07-09,7,Cliente 757,3.9
1245600621676-01,2022-07-09,7,Cliente 758,56.9
1245520890897-01,2022-07-09,7,Cliente 759,3.9
1245521029018-01,2022-07-09,7,Cliente 760,30.4
1245601206008-01,2022-07-09,7,Cliente 761,3.9
1245521620409-01,2022-07-09,7,Cliente 762,19.5
1245601315319-01,2022-07-09,7,Cliente 763,3.9
1245522582706-01,2022-07-09,7,Cliente 764,3.9
1245602157734-01,2022-07-09,7,Cliente 765,3.9
1245530246644-01,2022-07-09,7,Cliente 766,353.21
1245602752087-01,2022-07-09,7,Cliente 767,3.9
1245531207116-01,2022-07-09,7,Cliente 768,40.8
1245531224290-01,2022-07-09,7,Cliente 769,261.85
1245603433946-01,2022-07-09,7,Cliente 770,56.9
1245531239058-01,2022-07-09,7,Cliente 771,19.5
1245610932083-01,2022-07-09,7,Cliente 772,11.7
1245532083763-01,2022-07-09,7,Cliente 773,3.9
1245532656802-01,2022-07-09,7,Cliente 774,67.45
1245610971687-01,2022-07-09,7,Cliente 775,78.9
1245540040815-01,2022-07-09,7,Cliente 776,56.9
1245612560654-01,2022-07-09,7,Cliente 777,36.9
1245541463884-01,2022-07-09,7,Cliente 778,7.8
1245541503640-01,2022-07-09,7,Cliente 779,281.5
1245613207679-01,2022-07-09,7,Cliente 780,7.8
1245550315669-01,2022-07-09,7,Cliente 781,3.9
1245620234084-01,2022-07-09,7,Cliente 782,3.9
1245550767939-01,2022-07-09,7,Cliente 783,139.0
1245551225229-01,2022-07-09,7,Cliente 784,156.3
1245551494553-01,2022-07-09,7,Cliente 785,3.9
1245551601362-01,2022-07-09,7,Cliente 774,1.95
1245552048494-01,2022-07-09,7,Cliente 786,296.5
1245552617374-01,2022-07-09,7,Cliente 548,3.9
1245622222716-01,2022-07-09,7,Cliente 787,3.9
1245553158066-01,2022-07-09,7,Cliente 774,28.45
1245553179441-01,2022-07-09,7,Cliente 788,3.9
1245622406251-01,2022-07-09,7,Cliente 789,3.9
1245630482699-01,2022-07-10,7,Cliente 790,3.9
1245711535321-01,2022-07-10,7,Cliente 791,58.9
1245713438159-01,2022-07-10,7,Cliente 792,300.0
1245553311175-01,2022-07-09,7,Cliente 793,226.9
1245553502775-01,2022-07-09,7,Cliente 548,3.9
1245561725268-01,2022-07-09,7,Cliente 794,25.35
1245562724348-01,2022-07-09,7,Cliente 795,179.85
1245562929531-01,2022-07-09,7,Cliente 796,241.6
1245731061773-01,2022-07-10,7,Cliente 797,3.9
1245731312123-01,2022-07-10,7,Cliente 798,3.9
1245731824206-01,2022-07-10,7,Cliente 799,3.9
1245750464946-01,2022-07-10,7,Cliente 800,221.7
1245751046800-01,2022-07-10,7,Cliente 801,3.9
1245752727165-01,2022-07-10,7,Cliente 802,137.2
1245760200445-01,2022-07-10,7,Cliente 803,160.6
1245760733355-01,2022-07-10,7,Cliente 804,3.9
1245760911753-01,2022-07-10,7,Cliente 805,137.2
1245762244641-01,2022-07-10,7,Cliente 806,7.8
1245762620877-01,2022-07-10,7,Cliente 807,31.2
1245771088265-01,2022-07-10,7,Cliente 808,193.9
1245771318224-01,2022-07-10,7,Cliente 809,7.8
1245771609292-01,2022-07-10,7,Cliente 810,3.9
1245780000884-01,2022-07-10,7,Cliente 811,15.6
1245780435088-01,2022-07-10,7,Cliente 812,31.2
1245781737378-01,2022-07-10,7,Cliente 813,161.1
1245990707795-01,2022-07-11,7,Cliente 814,3.9
1245782265903-01,2022-07-10,7,Cliente 815,265.4
1245782507545-01,2022-07-10,7,Cliente 816,314.4
1245990746186-01,2022-07-11,7,Cliente 752,3.9
1245783440689-01,2022-07-10,7,Cliente 817,15.6
1245990844264-01,2022-07-11,7,Cliente 697,3.9
1245790260118-01,2022-07-10,7,Cliente 818,189.0
1245990848940-01,2022-07-11,7,Cliente 819,3.9
1245791529418-01,2022-07-10,7,Cliente 820,120.9
1245791959364-01,2022-07-10,7,Cliente 821,113.8
1245990906140-01,2022-07-11,7,Cliente 822,3.9
1245800299165-01,2022-07-10,7,Cliente 823,11.7
1245991173763-01,2022-07-11,7,Cliente 824,3.9
1245802389485-01,2022-07-10,7,Cliente 825,3.9
1245991373233-01,2022-07-11,7,Cliente 826,3.9
1245803417644-01,2022-07-10,7,Cliente 827,3.9
1245810225183-01,2022-07-10,7,Cliente 828,3.9
1245991426840-01,2022-07-11,7,Cliente 829,75.6
1245810926211-01,2022-07-10,7,Cliente 830,3.9
1245991832572-01,2022-07-11,7,Cliente 831,109.7
1245811898501-01,2022-07-10,7,Cliente 832,3.9
1245992214741-01,2022-07-11,7,Cliente 814,3.9
1245812224115-01,2022-07-10,7,Cliente 833,3.9
1245992248862-01,2022-07-11,7,Cliente 834,3.9
1245812496072-01,2022-07-10,7,Cliente 835,3.9
1245992262840-01,2022-07-11,7,Cliente 836,3.9
1245812907974-01,2022-07-10,7,Cliente 832,3.9
1245992274301-01,2022-07-11,7,Cliente 837,58.8
1245812979800-01,2022-07-10,7,Cliente 838,3.9
1245992662358-01,2022-07-11,7,Cliente 839,3.9
1245813460916-01,2022-07-10,7,Cliente 840,3.9
1245813499273-01,2022-07-10,7,Cliente 828,3.9
1245992741515-01,2022-07-11,7,Cliente 841,83.8
1245820265436-01,2022-07-10,7,Cliente 842,3.9
1245993108063-01,2022-07-11,7,Cliente 839,3.9
1245993433734-01,2022-07-11,7,Cliente 273,133.7
1245820458901-01,2022-07-10,7,Cliente 843,228.5
1245821189550-01,2022-07-10,7,Cliente 844,3.9
1246000070119-01,2022-07-11,7,Cliente 845,7.8
1245821265110-01,2022-07-10,7,Cliente 846,3.9
1246000303057-01,2022-07-11,7,Cliente 847,3.9
1245821576211-01,2022-07-10,7,Cliente 848,7.8
1246000457460-01,2022-07-11,7,Cliente 849,198.54
1245821634927-01,2022-07-10,7,Cliente 850,3.9
1245821678718-01,2022-07-10,7,Cliente 851,3.9
1246000832779-01,2022-07-11,7,Cliente 852,3.9
1245822155383-01,2022-07-10,7,Cliente 853,189.0
1246000863533-01,2022-07-11,7,Cliente 854,11.7
1245823119292-01,2022-07-10,7,Cliente 855,56.9
1245831858131-01,2022-07-10,7,Cliente 856,3.9
